Gene,logFC,p_value,adj_p,ID,Gene symbol,Gene title
1553292_s_at,1.5692269137268076,2.4859858514431334e-14,5.823288488665871e-12,1553292_s_at,SGK494,uncharacterized serine/threonine-protein kinase SgK494
215089_s_at,0.976022633544118,2.5302411025453312e-14,5.901625176744514e-12,215089_s_at,RBM10,RNA binding motif protein 10
33132_at,1.6843925308738728,2.7215072281823894e-14,6.320729489658155e-12,33132_at,MIR6849///MIR1234///MIR939///CPSF1,microRNA 6849///microRNA 1234///microRNA 939///cleavage and polyadenylation specific factor 1
227272_at,1.103894151209845,2.7566672442209128e-14,6.375260233997169e-12,227272_at,C15orf52,chromosome 15 open reading frame 52
223802_s_at,1.389840827926471,2.8070484599181644e-14,6.464383877378628e-12,223802_s_at,RBBP6,"RB binding protein 6, ubiquitin ligase"
230028_at,0.4077820496544122,3.372891516499507e-14,7.734833868866664e-12,230028_at,KIAA0907,KIAA0907
219010_at,1.929621969863688,3.609212240097347e-14,8.242142044028163e-12,219010_at,C1orf106,chromosome 1 open reading frame 106
214196_s_at,0.8363302147624445,3.7193740645622577e-14,8.45526205457467e-12,214196_s_at,TPP1,tripeptidyl peptidase 1
218900_at,1.3238942822522617,3.733520502670432e-14,8.45526205457467e-12,218900_at,CNNM4,cyclin and CBS domain divalent metal cation transport mediator 4
225898_at,2.076031524786197,3.8876425116200045e-14,8.767919034781329e-12,225898_at,WDR54,WD repeat domain 54
227371_at,1.7208795827924197,3.9191555301528505e-14,8.802616859268001e-12,227371_at,BAIAP2L1,BAI1 associated protein 2 like 1
219036_at,0.7459298327058828,4.0378933120198373e-14,9.032138486751255e-12,219036_at,CEP70,centrosomal protein 70
218451_at,2.469852600743214,4.21804959295086e-14,9.39660933606796e-12,218451_at,CDCP1,CUB domain containing protein 1
214059_at,1.392013918526021,4.264278800527269e-14,9.46097856316983e-12,214059_at,IFI44,interferon induced protein 44
228303_at,3.732812261079188,4.391122229947919e-14,9.702957902361435e-12,228303_at,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6
41329_at,0.956788006390271,4.4110224109117334e-14,9.707628716336752e-12,41329_at,SCYL3,SCY1 like pseudokinase 3
236375_at,0.6579017841397055,4.4906448137875774e-14,9.843168806896071e-12,236375_at,,
225822_at,3.134733855465497,4.5211166597135156e-14,9.870321046820158e-12,225822_at,TMEM125,transmembrane protein 125
230085_at,1.3239679194751115,4.5631210253487256e-14,9.890061391468806e-12,230085_at,PDK3,pyruvate dehydrogenase kinase 3
201286_at,4.637287526227944,4.5664000268420807e-14,9.890061391468806e-12,201286_at,SDC1,syndecan 1
210150_s_at,2.006870986598982,4.6266989206435326e-14,9.981051398806458e-12,210150_s_at,LAMA5,laminin subunit alpha 5
227804_at,1.682239030193439,4.681896664947293e-14,1.006036370378576e-11,227804_at,TLCD1,TLC domain containing 1
202573_at,0.7683013283291844,4.707821005857903e-14,1.0076398536420332e-11,202573_at,CSNK1G2,casein kinase 1 gamma 2
213564_x_at,-2.4135165159966085,4.7635609246788345e-14,1.0155874676095552e-11,213564_x_at,LDHB,lactate dehydrogenase B
1564407_a_at,0.4834854629202496,5.0810022503843266e-14,1.07905066857481e-11,1564407_a_at,,
243806_at,1.5835799647867672,5.18033791963369e-14,1.0919941740459927e-11,243806_at,,
231849_at,1.2189889004920822,5.18196542769036e-14,1.0919941740459927e-11,231849_at,KRT80,keratin 80
232375_at,1.423170311838799,5.279453949035509e-14,1.1082589118631118e-11,232375_at,,
219888_at,1.2196634662771473,5.3444272673994886e-14,1.1175996008712517e-11,219888_at,SPAG4,sperm associated antigen 4
202525_at,3.8532908482647055,5.513194025990618e-14,1.1484909036051218e-11,202525_at,PRSS8,"protease, serine 8"
226884_at,1.5956451199802015,5.5443790727326966e-14,1.150595685972159e-11,226884_at,LRRN1,leucine rich repeat neuronal 1
202596_at,0.9837326962952506,5.686399505062718e-14,1.1755984794955226e-11,202596_at,ENSA,endosulfine alpha
210582_s_at,1.3063613244309955,5.875925958330783e-14,1.2083690827469923e-11,210582_s_at,LIMK2,LIM domain kinase 2
243878_at,0.7557569855978499,5.889191374167721e-14,1.2083690827469923e-11,243878_at,,
227558_at,2.558469870396495,5.933289368056267e-14,1.2128576794724455e-11,227558_at,CBX4,chromobox 4
228032_s_at,1.2828663428608629,6.003937098107448e-14,1.2227197122298744e-11,228032_s_at,DENND1B,DENN domain containing 1B
212284_x_at,-0.3140294048925351,6.297489570861582e-14,1.2728261976433729e-11,212284_x_at,LOC101928826///TPT1,"uncharacterized LOC101928826///tumor protein, translationally-controlled 1"
238982_at,1.3359218261380073,6.282414164102005e-14,1.2728261976433729e-11,238982_at,DENR,density regulated re-initiation and release factor
225150_s_at,2.445478585967196,6.319938063382512e-14,1.2728261976433729e-11,225150_s_at,RTKN,rhotekin
226584_s_at,1.9100167504892556,6.354927681926742e-14,1.2751676395289694e-11,226584_s_at,FAM110A,family with sequence similarity 110 member A
34726_at,2.427154234354636,6.619986191128446e-14,1.323488008518679e-11,34726_at,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3
208796_s_at,-1.4257519329530552,7.154641021730981e-14,1.4251574902374275e-11,208796_s_at,CCNG1,cyclin G1
230493_at,2.386555309415723,7.27395147371087e-14,1.4436545363042385e-11,230493_at,SHISA2,shisa family member 2
233388_at,1.7201996804864286,7.369879576058505e-14,1.457393686165569e-11,233388_at,,
228320_x_at,1.754869278090494,7.584068072477903e-14,1.4943352033493553e-11,228320_x_at,BICDL1,BICD family like cargo adaptor 1
205182_s_at,0.7559302485820156,7.771573549204324e-14,1.5257723479928878e-11,205182_s_at,ZNF324,zinc finger protein 324
41660_at,3.894226023660633,7.80955465176823e-14,1.5277336320389186e-11,41660_at,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1
201933_at,0.6914646858947968,7.978604636749895e-14,1.5552295088184734e-11,201933_at,CHMP1A,charged multivesicular body protein 1A
231926_at,0.7034033294813344,8.043671846381493e-14,1.5623329740343608e-11,231926_at,EPS15L1,epidermal growth factor receptor pathway substrate 15 like 1
237554_at,0.6127043820084834,8.13842410350253e-14,1.5751313799470375e-11,237554_at,,
239033_at,0.6188802566668548,8.389364453684165e-14,1.6179615636665298e-11,239033_at,,
232269_x_at,1.325919397229069,8.542257015596894e-14,1.6416473438530383e-11,232269_x_at,METRN,"meteorin, glial cell differentiation regulator"
223278_at,2.893236508774321,8.809214452930099e-14,1.687010932022708e-11,223278_at,GJB2,gap junction protein beta 2
226167_at,1.0205786540243218,8.958867504321182e-14,1.703714388565665e-11,226167_at,SYT7,synaptotagmin 7
220349_s_at,1.133157577460974,8.958102386492024e-14,1.703714388565665e-11,220349_s_at,ENGASE,endo-beta-N-acetylglucosaminidase
208829_at,1.8475435797087083,9.214222437853603e-14,1.7461911334569854e-11,208829_at,TAPBP,TAP binding protein (tapasin)
212115_at,1.7738630306052023,1.0143144671707581e-13,1.9155802527236264e-11,212115_at,HN1L,hematological and neurological expressed 1 like
222819_at,1.5267112774598424,1.0675991900691965e-13,2.0023538211266897e-11,222819_at,CTPS2,CTP synthase 2
218797_s_at,1.241547110845021,1.0651966114660473e-13,2.0023538211266897e-11,218797_s_at,SIRT7,sirtuin 7
232046_at,2.168364666897627,1.1322587031423853e-13,2.1163543753016518e-11,232046_at,KIAA1217,KIAA1217
1552257_a_at,1.4743000342714965,1.171190490103963e-13,2.1816520736991187e-11,1552257_a_at,TTLL12,tubulin tyrosine ligase like 12
1562497_at,1.762182470111426,1.1791972218946766e-13,2.1890954140744745e-11,1562497_at,MKL2,MKL1/myocardin like 2
201271_s_at,1.007604336825226,1.195363268744407e-13,2.2115841303322368e-11,201271_s_at,RALY,RALY heterogeneous nuclear ribonucleoprotein
204533_at,2.688500062221157,1.2425057164476478e-13,2.2910378208782484e-11,204533_at,CXCL10,C-X-C motif chemokine ligand 10
241397_at,2.021616274423077,1.2484089110002226e-13,2.2941720523057622e-11,241397_at,,
229158_at,1.800886002549209,1.3033162947996164e-13,2.3870369145593375e-11,229158_at,WNK4,WNK lysine deficient protein kinase 4
201558_at,1.429339356380659,1.3337990294474296e-13,2.4346962283682696e-11,201558_at,RAE1,ribonucleic acid export 1
228340_at,1.4754102334790735,1.4705767994540231e-13,2.6754203712467038e-11,228340_at,TLE3,transducin like enhancer of split 3
201614_s_at,1.0228765235458113,1.4863024015218897e-13,2.6950464708525988e-11,201614_s_at,RUVBL1,RuvB like AAA ATPase 1
202357_s_at,3.0233612063438926,1.5170911380544376e-13,2.741765470989177e-11,202357_s_at,CFB,complement factor B
224218_s_at,3.0786554468269243,1.5666045444705408e-13,2.8126220208111068e-11,224218_s_at,TRPS1,transcriptional repressor GATA binding 1
228010_at,1.2461727178071245,1.5617693878062525e-13,2.8126220208111068e-11,228010_at,PPP2R2C,protein phosphatase 2 regulatory subunit Bgamma
212285_s_at,2.3402847701057685,1.6783161675671185e-13,3.0009099723837615e-11,212285_s_at,AGRN,agrin
205597_at,1.4944606156645928,1.6824757719075678e-13,3.0009099723837615e-11,205597_at,SLC44A4,solute carrier family 44 member 4
220638_s_at,0.9740529360395932,1.723585902811348e-13,3.064221335164188e-11,220638_s_at,CBLC,Cbl proto-oncogene C
217884_at,1.3824389467935507,1.731603033141477e-13,3.068479283955476e-11,217884_at,NAT10,N-acetyltransferase 10
222608_s_at,3.3192663452302,1.745129425497078e-13,3.0824407415600324e-11,222608_s_at,ANLN,anillin actin binding protein
207828_s_at,3.0263822857205924,1.8660990484402825e-13,3.2830294287598504e-11,207828_s_at,CENPF,centromere protein F
1557810_at,0.6912601122528272,1.870723451042184e-13,3.2830294287598504e-11,1557810_at,,
1557300_s_at,1.4811966587358598,1.8858630284637425e-13,3.2989909689270056e-11,1557300_s_at,,
226549_at,2.8395907472437805,1.8980332902218518e-13,3.307999643832005e-11,226549_at,SBK1,SH3 domain binding kinase 1
218414_s_at,2.1111947776826936,1.9031347004585089e-13,3.307999643832005e-11,218414_s_at,NDE1,nudE neurodevelopment protein 1
40020_at,1.1741186125079204,1.956362680977969e-13,3.3897244052411604e-11,40020_at,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
230187_s_at,1.6230437548099563,1.976076777198609e-13,3.4130472918583195e-11,230187_s_at,LOC102724851,uncharacterized LOC102724851
50965_at,1.903813319357463,2.0573397278473989e-13,3.5421938487754945e-11,50965_at,RAB26,"RAB26, member RAS oncogene family"
201377_at,1.224827482868779,2.0891995128542689e-13,3.585736484656388e-11,201377_at,UBAP2L,ubiquitin associated protein 2 like
207711_at,1.514301202105203,2.142943554522151e-13,3.654991133195765e-11,207711_at,SOGA1,"suppressor of glucose, autophagy associated 1"
219474_at,1.9953993659095004,2.142744890224397e-13,3.654991133195765e-11,219474_at,C3orf52,chromosome 3 open reading frame 52
217769_s_at,-1.0627138122833717,2.160213042626055e-13,3.672967839672506e-11,217769_s_at,POMP,proteasome maturation protein
220521_s_at,0.9812790328433256,2.3134195986001993e-13,3.921246219627337e-11,220521_s_at,ATG16L1,autophagy related 16 like 1
234222_at,1.791419280052602,2.434330763228724e-13,4.113416059636548e-11,234222_at,,
239383_at,1.982100681566174,2.453785884538634e-13,4.133493203464015e-11,239383_at,,
242428_at,1.2411356119208152,2.603098343367751e-13,4.3715232148513376e-11,242428_at,,
237750_at,0.5867675627171947,2.6356044131009613e-13,4.4125353761545194e-11,237750_at,XPNPEP3,X-prolyl aminopeptidase 3
1556253_s_at,1.1102639334705868,2.645350936554175e-13,4.415309136580743e-11,1556253_s_at,,
203155_at,1.227145423704747,2.747539484614564e-13,4.5718889491090935e-11,203155_at,SETDB1,SET domain bifurcated 1
219956_at,3.3985028148597243,2.779725999408518e-13,4.6113880036996196e-11,219956_at,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6
211270_x_at,0.9585835574739824,2.8419971451343897e-13,4.700404914675451e-11,211270_x_at,PTBP1,polypyrimidine tract binding protein 1
237179_at,0.7047446844790755,2.862432539637874e-13,4.7199004707219186e-11,237179_at,PCMTD2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
236149_at,1.41013109933767,2.9121193336666793e-13,4.78736629856005e-11,236149_at,,
214697_s_at,1.5300821265605196,2.967143004203848e-13,4.848613713366522e-11,214697_s_at,PTBP3,polypyrimidine tract binding protein 3
232067_at,0.8905237722647041,2.959214131424471e-13,4.848613713366522e-11,232067_at,FAXC,failed axon connections homolog
1556806_at,0.5027792694485305,2.997211433583951e-13,4.883128442793388e-11,1556806_at,,
204408_at,1.064884346977376,3.0075184302103336e-13,4.8853377500729094e-11,204408_at,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2
209186_at,2.17119843055713,3.125174156241929e-13,5.061391106039414e-11,209186_at,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
218959_at,2.534581946766404,3.136255267870112e-13,5.0643099486710906e-11,218959_at,HOXC10,homeobox C10
1569453_a_at,1.3946434101549752,3.1503021080086575e-13,5.071986393893939e-11,1569453_a_at,LOC692247,uncharacterized LOC692247
1552622_s_at,2.104222457993216,3.201807026869237e-13,5.1246752410409406e-11,1552622_s_at,UPK3BL///POLR2J3///LOC441259///POLR2J2///POLR2J,"uroplakin 3B-like///RNA polymerase II subunit J3///PMS1 homolog 2, mismatch repair system component pseudogene///RNA polymerase II subunit J2///RNA polymerase II subunit J"
238920_at,0.8751579266809935,3.194308888413966e-13,5.1246752410409406e-11,238920_at,,
226706_at,1.660382747584273,3.212194991062868e-13,5.126268725649716e-11,226706_at,FLJ23867///QSOX1,uncharacterized protein FLJ23867///quiescin sulfhydryl oxidase 1
242059_at,2.1803316182313357,3.2998406307771124e-13,5.250787224116151e-11,242059_at,,
233229_at,0.8539542876487558,3.327997679713481e-13,5.280197248868664e-11,233229_at,SCFD1,sec1 family domain containing 1
219236_at,1.0154262144966064,3.595014636704304e-13,5.6873131552662087e-11,219236_at,PAQR6,progestin and adipoQ receptor family member 6
242462_at,1.487632047832582,3.6457530437074123e-13,5.7509120049857464e-11,242462_at,LINC00665,long intergenic non-protein coding RNA 665
1552937_s_at,1.0945730177986444,3.7097554040831054e-13,5.835006922174403e-11,1552937_s_at,ATRIP///TREX1,ATR interacting protein///three prime repair exonuclease 1
1565951_s_at,1.4179553597997745,3.735657585646007e-13,5.8588636599705e-11,1565951_s_at,CHML,"CHM like, Rab escort protein 2"
1558078_at,2.318390018889705,3.7568772544734243e-13,5.875260850197851e-11,1558078_at,,
228499_at,1.3094530173716068,3.8746395257017684e-13,6.042112876379336e-11,228499_at,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
233251_at,0.8455157356679872,3.997538972758139e-13,6.216002267640069e-11,233251_at,STRBP,spermatid perinuclear RNA binding protein
204070_at,1.920374410612553,4.1094399491970093e-13,6.371850084864306e-11,204070_at,RARRES3,retinoic acid receptor responder 3
1556033_at,1.3734768640690014,4.2095720161440827e-13,6.508618443884643e-11,1556033_at,LINC01138,long intergenic non-protein coding RNA 1138
222620_s_at,1.5184444643065618,4.3935851418495333e-13,6.773940210649879e-11,222620_s_at,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1
232551_at,1.3374047870752284,4.4132141668217044e-13,6.785037070731318e-11,232551_at,SLC26A6,solute carrier family 26 member 6
202181_at,1.6150274999994316,4.556309630002956e-13,6.985360204941892e-11,202181_at,SUSD6,sushi domain containing 6
232370_at,1.4066089615492068,4.749771052435571e-13,7.261561744282381e-11,232370_at,,
1560060_s_at,1.7374113505831446,4.833511316707015e-13,7.368944529456764e-11,1560060_s_at,VPS37C,"VPS37C, ESCRT-I subunit"
235112_at,2.164455994021491,4.857626581419145e-13,7.385080813016029e-11,235112_at,KIAA1958,KIAA1958
209326_at,2.308406938780543,4.962043929611592e-13,7.522872100951975e-11,209326_at,SLC35A2,solute carrier family 35 member A2
225170_at,1.0591849328631184,5.136762601890655e-13,7.766187425168701e-11,225170_at,WDR5,WD repeat domain 5
241937_s_at,1.6982835798099547,5.151059048781089e-13,7.766288724403952e-11,241937_s_at,WDR4,WD repeat domain 4
221989_at,1.795341312277145,5.193986920097764e-13,7.809438350193275e-11,221989_at,SNORA70///RPL10,"small nucleolar RNA, H/ACA box 70///ribosomal protein L10"
229385_s_at,1.2693921732290705,5.217218104108006e-13,7.822817222640409e-11,229385_s_at,TINCR,tissue differentiation-inducing non-protein coding RNA
217804_s_at,0.9970672813139148,5.246510333286346e-13,7.845185958368094e-11,217804_s_at,ILF3,interleukin enhancer binding factor 3
201340_s_at,2.617863442861991,5.396392739578824e-13,8.047260091078485e-11,201340_s_at,ENC1,ectodermal-neural cortex 1
204811_s_at,1.10629752617195,5.575921442887891e-13,8.292321973607035e-11,204811_s_at,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2
240824_at,0.646359852269232,5.883577951976895e-13,8.714795921865523e-11,240824_at,,
235651_at,2.0500108747822363,5.89193590056318e-13,8.714795921865523e-11,235651_at,TTC22,tetratricopeptide repeat domain 22
37512_at,0.604445443919118,5.919767283996896e-13,8.732296718736935e-11,37512_at,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
220066_at,1.136927987608031,5.962185531864209e-13,8.771162375838725e-11,220066_at,NOD2,nucleotide binding oligomerization domain containing 2
237317_at,0.922541051081446,6.022480182677009e-13,8.836046932535712e-11,237317_at,,
1562230_at,0.6322063596940022,6.123386230448833e-13,8.960007964387852e-11,1562230_at,,
240498_at,1.8363662131125589,6.240554409929965e-13,9.107037944908223e-11,240498_at,,
236274_at,1.223881685951924,6.283160604202735e-13,9.144763269780828e-11,236274_at,EIF3B,eukaryotic translation initiation factor 3 subunit B
212869_x_at,-0.3940282121889158,6.368239046981701e-13,9.243939333649316e-11,212869_x_at,LOC101928826///TPT1,"uncharacterized LOC101928826///tumor protein, translationally-controlled 1"
226912_at,0.906321100199662,6.399635045971713e-13,9.246662926615688e-11,226912_at,ZDHHC23,zinc finger DHHC-type containing 23
232968_at,2.2994489042782837,6.403998948791165e-13,9.246662926615688e-11,232968_at,FANK1,fibronectin type III and ankyrin repeat domains 1
